state_name,state_name_slug,state_code,state_code_slug,city_name,city_name_slug,district,at_large,vacant,title,party,name,name_slug,first_name,middle_name,last_name,name_suffix,goes_by,pronunciation,gender,ethnicity,date_of_birth,entered_office,term_end,email,phone,latitude,longitude,address_complete,address_number,address_prefix,address_street,address_sec_unit_type,address_sec_unit_num,address_city,address_state,address_zipcode,address_type,population,background_url,city_government_url,city_council_url,city_council_calendar_url,city_council_legislation_url,city_council_committees_url,twitter_handle,twitter_url,facebook_url,photo_url
"Texas","texas","TX","tx","Austin","austin","1","false","false","councilor","nonpartisan","Ora Houston","ora-houston","Ora","Ora","Houston",,,,"female","african-american",,"2015-01-06","2019-01-06","ora.houston@austintexas.gov","512-978-2101","30.2683824","-97.767625","P.O. Box 1088, Austin, TX 78767",,,"Austin","PO. Box","1088",,,,,"947890","https://cdn.civil.services/city-council/tx/austin/backgrounds/1280x720/city.jpg","http://www.austintexas.gov","http://www.austintexas.gov/department/city-council/council-meetings","http://www.austintexas.gov/fullcalendar","http://www.ci.austin.tx.us/edims/search.cfm","http://www.austintexas.gov/department/boards-and-commissions","oraatx1","https://twitter.com/oraatx1","https://www.facebook.com/oraatx1/","https://cdn.civil.services/city-council/tx/austin/headshots/512x512/ora-houston.jpg"
"Texas","texas","TX","tx","Austin","austin","2","false","false","councilor","nonpartisan","Delia Garza","delia-garza","Delia","Delia","Garza",,,,"female","hispanic-american",,"2015-01-06","2021-01-06","delia.garza@austintexas.gov","512-978-2102","30.2683824","-97.767625","P.O. Box 1088, Austin, TX 78767",,,"Austin","PO. Box","1088",,,,,"947890","https://cdn.civil.services/city-council/tx/austin/backgrounds/1280x720/city.jpg","http://www.austintexas.gov","http://www.austintexas.gov/department/city-council/council-meetings","http://www.austintexas.gov/fullcalendar","http://www.ci.austin.tx.us/edims/search.cfm","http://www.austintexas.gov/department/boards-and-commissions","DGarzaforD2","https://twitter.com/DGarzaforD2","https://www.facebook.com/deliagarzadistrict2","https://cdn.civil.services/city-council/tx/austin/headshots/512x512/delia-garza.jpg"
"Texas","texas","TX","tx","Austin","austin","3","false","false","councilor","nonpartisan","Sabino Renteria","sabino-renteria","Sabino","Sabino","Renteria",,,,"male","hispanic-american",,"2015-01-06","2019-01-06","sabino.renteria@austintexas.gov","512-978-2103","30.2683824","-97.767625","P.O. Box 1088, Austin, TX 78767",,,"Austin","PO. Box","1088",,,,,"947890","https://cdn.civil.services/city-council/tx/austin/backgrounds/1280x720/city.jpg","http://www.austintexas.gov","http://www.austintexas.gov/department/city-council/council-meetings","http://www.austintexas.gov/fullcalendar","http://www.ci.austin.tx.us/edims/search.cfm","http://www.austintexas.gov/department/boards-and-commissions","CM_Renteria","https://twitter.com/CM_Renteria","https://www.facebook.com/sabino.p.renteria","https://cdn.civil.services/city-council/tx/austin/headshots/512x512/sabino-renteria.jpg"
"Texas","texas","TX","tx","Austin","austin","4","false","false","councilor","nonpartisan","Gregorio  Casar","gregorio-casar","Gregorio ","Gregorio ","Casar",,,,"male","hispanic-american",,"2017-01-06","2021-01-06","gregorio.casar@austintexas.gov","512-978-2104","30.2683824","-97.767625","P.O. Box 1088, Austin, TX 78767",,,"Austin","PO. Box","1088",,,,,"947890","https://cdn.civil.services/city-council/tx/austin/backgrounds/1280x720/city.jpg","http://www.austintexas.gov","http://www.austintexas.gov/department/city-council/council-meetings","http://www.austintexas.gov/fullcalendar","http://www.ci.austin.tx.us/edims/search.cfm","http://www.austintexas.gov/department/boards-and-commissions","GregCasar","https://twitter.com/GregCasar","https://www.facebook.com/GregorioCasar","https://cdn.civil.services/city-council/tx/austin/headshots/512x512/gregorio-casar.jpg"
"Texas","texas","TX","tx","Austin","austin","5","false","false","councilor","nonpartisan","Ann Kitchen","ann-kitchen","Ann","Ann","Kitchen",,,,"female","white-american",,"2015-01-06","2019-01-06","ann.kitchen@austintexas.gov","512-978-2105","30.2683824","-97.767625","P.O. Box 1088, Austin, TX 78767",,,"Austin","PO. Box","1088",,,,,"947890","https://cdn.civil.services/city-council/tx/austin/backgrounds/1280x720/city.jpg","http://www.austintexas.gov","http://www.austintexas.gov/department/city-council/council-meetings","http://www.austintexas.gov/fullcalendar","http://www.ci.austin.tx.us/edims/search.cfm","http://www.austintexas.gov/department/boards-and-commissions","D5Kitchen","https://twitter.com/D5Kitchen","https://www.facebook.com/Ann-Kitchen-District-5-329057273959128/","https://cdn.civil.services/city-council/tx/austin/headshots/512x512/ann-kitchen.jpg"
"Texas","texas","TX","tx","Austin","austin","6","false","false","councilor","nonpartisan","Jimmy Flannigan","jimmy-flannigan","Jimmy","Jimmy","Flannigan",,,,"male","white-american",,"2017-01-06","2021-01-06","jimmy.flannigan@austintexas.gov","512-978-2106","30.2683824","-97.767625","P.O. Box 1088, Austin, TX 78767",,,"Austin","PO. Box","1088",,,,,"947890","https://cdn.civil.services/city-council/tx/austin/backgrounds/1280x720/city.jpg","http://www.austintexas.gov","http://www.austintexas.gov/department/city-council/council-meetings","http://www.austintexas.gov/fullcalendar","http://www.ci.austin.tx.us/edims/search.cfm","http://www.austintexas.gov/department/boards-and-commissions","JimmyFlannigan","https://twitter.com/JimmyFlannigan","https://www.facebook.com/FlanniganForAustin","https://cdn.civil.services/city-council/tx/austin/headshots/512x512/jimmy-flannigan.jpg"
"Texas","texas","TX","tx","Austin","austin","7","false","false","councilor","democrat","Leslie Pool","leslie-pool","Leslie","Leslie","Pool",,,,"female","white-american",,"2015-01-06","2021-01-06","leslie.pool@austintexas.gov","512-978-2107","30.2683824","-97.767625","P.O. Box 1088, Austin, TX 78767",,,"Austin","PO. Box","1088",,,,,"947890","https://cdn.civil.services/city-council/tx/austin/backgrounds/1280x720/city.jpg","http://www.austintexas.gov","http://www.austintexas.gov/department/city-council/council-meetings","http://www.austintexas.gov/fullcalendar","http://www.ci.austin.tx.us/edims/search.cfm","http://www.austintexas.gov/department/boards-and-commissions","LesliePoolATX","https://twitter.com/LesliePoolATX","https://www.facebook.com/leslie.pool.7","https://cdn.civil.services/city-council/tx/austin/headshots/512x512/leslie-pool.jpg"
"Texas","texas","TX","tx","Austin","austin","8","false","false","councilor","nonpartisan","Ellen Troxclair","ellen-troxclair","Ellen","Ellen","Troxclair",,,,"female","white-american",,"2015-01-06","2019-01-06","ellen.troxclair@austintexas.gov","512-978-2108","30.2683824","-97.767625","P.O. Box 1088, Austin, TX 78767",,,"Austin","PO. Box","1088",,,,,"947890","https://cdn.civil.services/city-council/tx/austin/backgrounds/1280x720/city.jpg","http://www.austintexas.gov","http://www.austintexas.gov/department/city-council/council-meetings","http://www.austintexas.gov/fullcalendar","http://www.ci.austin.tx.us/edims/search.cfm","http://www.austintexas.gov/department/boards-and-commissions","EllenforAustin","https://twitter.com/EllenforAustin","https://www.facebook.com/EllenTroxclair","https://cdn.civil.services/city-council/tx/austin/headshots/512x512/ellen-troxclair.jpg"
"Texas","texas","TX","tx","Austin","austin","9","false","false","councilor","nonpartisan","Kathie  Tovo","kathie-tovo","Kathie ","Kathie ","Tovo",,,,"female","white-american",,"2015-01-06","2019-01-06","kathie.tovo@austintexas.gov","512-978-2109","30.2683824","-97.767625","P.O. Box 1088, Austin, TX 78767",,,"Austin","PO. Box","1088",,,,,"947890","https://cdn.civil.services/city-council/tx/austin/backgrounds/1280x720/city.jpg","http://www.austintexas.gov","http://www.austintexas.gov/department/city-council/council-meetings","http://www.austintexas.gov/fullcalendar","http://www.ci.austin.tx.us/edims/search.cfm","http://www.austintexas.gov/department/boards-and-commissions","kathietovo","https://twitter.com/kathietovo","https://www.facebook.com/ktovo/","https://cdn.civil.services/city-council/tx/austin/headshots/512x512/kathie-tovo.jpg"
"Texas","texas","TX","tx","Austin","austin","10","false","false","councilor","nonpartisan","Alison Alter","alison-alter","Alison","Alison","Alter",,,,"female","white-american",,"2017-01-06","2021-01-06","alison.alter@austintexas.gov","512-978-2110","30.2683824","-97.767625","P.O. Box 1088, Austin, TX 78767",,,"Austin","PO. Box","1088",,,,,"947890","https://cdn.civil.services/city-council/tx/austin/backgrounds/1280x720/city.jpg","http://www.austintexas.gov","http://www.austintexas.gov/department/city-council/council-meetings","http://www.austintexas.gov/fullcalendar","http://www.ci.austin.tx.us/edims/search.cfm","http://www.austintexas.gov/department/boards-and-commissions","Alison_Alter","https://twitter.com/Alison_Alter","https://www.facebook.com/alison.alter","https://cdn.civil.services/city-council/tx/austin/headshots/512x512/alison-alter.jpg"
